rating,review
1,"improved facial acne, lowered blood glucose a little mild gastrointestinal issues that subsided after the first few weeks. received metformin to treat pcos. it improved facial acne. however, other anticipated benefits did not occur (no ovulation after going off oral contraceptives). however, given other long-term benefits of metformin (may act as an anti-cancer agent), i rate this drug highly, since i did not experience any side effects after the first few weeks."
0,"helped to fall asleep. no noticeable side effects, however, time release formula does not seem to work. drug works for  or  hours then i wake up as usual in the middle of the night. i take this in an attempt to stay asleep like the drug promises. i rarely have trouble falling asleep. with ambien cr, i fall asleep very quickly but still wake up most nights after  or  hours of sleeping. therefore, the time release formula does not seem to work with me. in addition, this drug is unbelievably expensive. all in all, neither effective no priced within reason. i would not recommend."
0,"releived moderate depression initially, and helped with anger and irritability control. sleeping too much, night sweats, vivid dreams, felt emotionally numb, cravings for carbohydrates and overeating, and had decreased libido. started on  mg dose for  weeks, then increased to  mg.  after  months the benefits decreased dramatically so switched to another drug, bupropion, but still taking  mg of fluoxetine daily."
1,"the treatment benefits are:  it controlled my acne and prevented any breakouts. 
the treatment also subsiede the present acne at the time of intake. my skin has cleared and there are no more pustules on my face. there were no side effects. the important thing is to take it immediaely after dinner. you have to have a full stomach because taking it without any solid food in the stomach couls give you an upset stomach. the treatment details are simply a taking one tablet daily with dinner or immediately after for a period of thirty days. after  days, you take it in again at least for another three weeks and then gradually decreasing do there won't be any flair in the effectiveness of the drug."
1,"stabilized and regulated the levels of thyroxin in my body. none. one pill per day, standard. i'd like to point out that the brand name drug works fine, but the generic versions are not as good. i have had the same problem with some other drugs (primarily antibiotics)where the generic was not effective but the brand name product worked fine."
0,i suffer from an anxiety disorder and have tried several medications. so far clonazepam has helped me the best. i would have anxiety attacts more often on vistaril then any other medications. i have had no side effects from clonazepam. i take the medication three times daily and i see a doctor once a week to see how i am doind as far as medications and to get therapy.
0,"% cleared chronic severe psoriasis from scalp to feet. extremely easy to administer. nausea, fatigue, elevated white blood cells, low side of normal liver lab results. took  mg every  hours for a total dose of  mg/wk. initially started with  mg/wk but became tolerant and had to move up to  mg/wk"
1,it helped with depression and suicidal thoughts.  i was able to sleep better and deal with anxiety and stress better. dry mouth was the worst side effect but since i should drink more water anyway it was a mixed blessing. effexor and wellbutrin kept my depression under control - i took more during the winter months and less the rest of the year.
1,"i failed out of school three times before i started to take adderall.  university once and a local college twice, in two different programs.  went back and my grades went from d's and f's to b's.  i was able to concentrate and retain information.  i don't have the fatigue, i had and i want to get the day going, instead of laying in bed for as long as i could.  literally changed my life. insomnia, dry mouth, appetite loss. mg slow release in the morning."
1,"the ""head made of air"" feeling i tend to have goes away:i become more attentive, much more aware of my surroundings, feel much more grounded in the ""here/now"", and much better able to focus. my mind stops trying to jump from one subject to another every second; memory retention/recall improves dramatically. i also find it far easier to fall asleep at night, seem to sleep better, and seem to be far more emotionally stable. i also do not ""crash"" from it later in the day like my former (stimulant) meds. also does not appear to be physically addictive. severe grogginess, often accompanied by lightheadedness, upset stomach/nausea - all aggravated by sleep loss or lack of food, become slightly less severe after i'd been on it again for a couple of weeks. severe grogginess was slightly alleviated by caffeine (espresso) or some rest (nap) or both. best solution appears to be to take the meds with or after food, and to attempt to get a decent amount of sleep. also notice a certain level of dependence (not actual addiction though) - mostly due to return of symptoms in medication's absence. i may also have dry mouth, but i'm not sure if that's the meds or if i'm not drinking enough water. best way i've discovered to eliminate the side effects is to eat a protein-rich breakfast (usually egg/ham/cheese sandwich for me), then wait for at least a few minutes -anywhere from  to  or more- before taking the medication. seems to retain efficacy, completely eliminate stomach problems and greatly reduce grogginess -though that also seems to be partly dependent on how much sleep i get (minimum of  hours, preferably  or ). now that i discovered this trick, i am feeling much better and no longer considering abandoning the medication! i like that it helps with sleeping quality on top of helping me focus, remember, and feel more aware of surroundings. would cry now if i had to go back to not using it - i almost can't function without medication, and the non-stimulant allows me to sleep so much better and i do not ""crash"" from it!"
1,"the heartburn was unrelenting and multiple over the counter acid reducers were tried including taking the generic over-the-counter prilosec twice per day. none of these medications seemed to caused any reduction in heartburn. after starting the prontonix symptoms disappeared entirely within the first  hours. after starting the protonix i was again able to eat and enjoy any type of food without heartburn, epigastric pain and nausea. there were no side effects. protonix is taken once per day either with or without food. i take my prescription as bedtime."
0,"helped me to eat, not think when i wanted to shut off.  helped me sleep. a bit of false happiness for moments aw-well. hear clicking sounds in my eras.  saw tiny lights spots ransomly.  i was addicted or i couldnt eat, sleep or even form speech at times. to blanace my bi-polar, level  and help me to sleep.   helped to come off other drugs too."
1,"on taking the first capul,within  hours the pain was dramatically reduced in entire left side (back, hip,and lower abdomin)first time in two years i could sit down without holding on to something!!!!!i have been told for two years i probably have arthritis ""welcome to middle age"" were my doctors exact words !!!it took a stranger at a walk in clinic who had never seen me to get to the bottom of this nightmare.i had gone from working  days a week to  day a week,thats all i could handle.i will alwaysthank this doctor for actually caring. very little upset stomach  capsules a day for  days"
1,"it cured my acne and reduced my wrinkles. this was really the best product i ever used. common over the counter products and benzoyl didn't work, which was very frustrating. however, the effects are only temporary. as soon as i stop using it, after a few days i will get blackheads again. i really did experience redness and flaking, like most users did. but that was mainly around the soft tissues, such as my mouth. so i decided to use it more on the trouble areas and less on the other parts. side effects were reduced after combining with jojoba oil. i applied a pea size every day. you really do have to wait  minutes after washing your face before applying, because otherwise you will really have an increase of the side effects. then wait a bit longer to let it absorb and use a moisturizer which is non comedogenic, like jojoba oil. worked fine for me! and i have very sensitve skin."
1,"i love imitrex, i could not get by as i have severe migraines to where i can not function. some time i will take up with one, but try to catch one if i feel it coming on.  it usally takes me about  minutes to and hour with tablets and  to  minutes with the injections. it is a wonderful drug. i use the generic tablets, cause they are a little cheaper with my insurance some times i will have aching in my hands and my body like arthritis pain.  feels like arthritis, that is the best way i can describe it, but i would rather have that pain than a migraine. treatment, self explainatory, i feel better with the imitrex and do not know how i could get by without it."
0,i might as well have not taken it at all. i noticed no difference in trying to achieve an erection than without it. when erection was achieved it went away quickly. the strength of erection was minimal. not impressed at all. massive headache an hour or so after ingesting the pill as well as heavy clogged sinuses. found it hard to breath. felt like flu symptoms. the only thing this pill gave me was strong flu-like symptoms. i'll try it again and see if the results are better but so far i'm not impressed at all and $ in the hole. complete waste of money and suffered flu symptoms the entire next day. it's very difficult to be in the mood for sex when you feel sick with a throbbing headache.
1,"eliminated pressure in my upper abdomen and reduced reflux. i have a hiatal hernia so it also helped with acid reflux. none, but i am concerned about calcium absorption since i have osteopenia.  i was supplementing with b. dose was once a day.  i've been off it for two months and have some mild symptoms of gastritis."
1,"i notice the benefit of being able to be calmer and not so ""on edge"". i am not so short tempered and i am able to handle situations that are mentally or emotionally challenging.  i also notice the benefit of not being very emotional. my physician and i decided to wean me down to  mg. and when this happened, i noticed an immediate effect.  i was very short tempered and ""on edge"".  i was also not able to deal with situations that were mentally or emotionally challenging.  i also was very tearful. needless to say, my physician and i knew i needed to go back on the medication again. a slightly lowered libido, tiredness in the evening. also notice i am not as tearful when dealing with emotionally challenging issues, which can have it's pros and cons. i have been on prozac for  years.  i was titered starting with  mg. days, then  mg then  mg which is my current dose."
0,"perhaps a slight improvement in nerve pain confusion, short term memory loss. it was like living in a fog. i took it  times daily to help reduce nerve pain from spinal compression that needs to be fused but i did not want another fusion yet so this was one of the medications they put me on when nuerontin at the levels i needed caused some of the same side effects as lyrica;."
0,"it is difficult to discern if there were any real treatment benefits.  our son was given prevacid after being diagnosed with eosinophilic esophagitis in an attempt to stop frequent bouts of mid-night stomach pain.  it is possible the prevacid had a mild-moderate impact on his stomach pain but more than likely it was the concurrent dietary modification. there were no long-term side effects.  the first several evenings his stomach pain seemed to increase so the frequency was reduce to twice daily for the first  weeks. treatment consisted of prevacid (. mg) three times a day and at this time the duration is indefinite.  concurrently his diet was modified, removing wheat, peanuts, dairy and beef, based on a blood based allergy test.  the next phase of evaluation will include a measured dth response to the identified allergens."
0,"i was not able to take the drug long enough to know its benefits. i took my first dose before bed one night.  in the morning i woke with a cold sore and a very large ulcer on my tongue.  i attributed this to the slight fever i had been running periodically.  my tongue became increasingly sore.  the second pill, later on that day, caused sever stomach pain, cramping, diarhea, nausea, and hot flashes.  the oral pain remained about the same. i took the third, and last, dose that afternoon is the worst experience i have ever had with a drug.  immediately after taking the pill blisters began to appear wherever the pill had touched my skin.  this included the entirety of my tongue, mouth, lips, and throat.  i called the pa that had prescribed the drug and told her about the reaction.  she told me to discontinue the drug immediately and that was a possible side effect of this drug.  had i any idea what it was going to be like, and the intense pain i would endure because of it, theni would never have taken it. i took  pills.  that is all."
0,none. made me sick to my stomach. took medicine with dinner and glass of milk to coat stomach.  within  min. of taking avelox i knew i would be vomitting.  upset stomach lingered to next morning.  won't take again will need to go back to dr. for another perscription. it's my fault..should never have agreed to take something new.  had simialr reaction to augmentin.
1,"the tramadol helped minimally at first.  i did stop working for the pain.  i've continued to take it because it helped dramatically for the fatigue, without any jitters.  i honestly could not get out of bed in the morning if it weren't for this drug. at first, it took my body some time to adjust.  it revved up my system. my doctor didn't know much about fibromyalgia, so the only thing he prescribed was the tramadol."
1,"alleviated all my symptoms with in the first week insomnia
lack of libido and orgasm
dry mouth
contipation
minor agitation i felt a difference within the first week. i am just so hopeful the side effects start to go away as this drug has saved my marriage and improved my families lives immensely. my main concern so far is the insomnia which was a problem straight away. i have just changed to taking my medication in the mornings, i will see how i go."
1,"onset of depression as a result of sudden spouse bereavement, ability to continue to care for children, run household, resume paid work, resistance of negative thoughts and behaviours nil daily dose, reviewed quarterly by treating gp, along with numerous grief counselling sessions, support groups, self help (positive thinking etc), regular exercise program."
0,"i slept well, except that was not my problem. i was forced to miss work due to a very deep sleep. i took this once, upon the reccomendation of a doctor. i soon became very dizzy and was forced to go to sleep. when it was time to wake up, i couldn't. finally i did, but with an annoying headache. later in the day, i got a chest pain. the side effects of this pill are too great. before bedtime"
1,"significantly reduced anxiety without feeling 'damped down' or 'numbed'. feel normal, but with reduced anxiety. compared to short-halflife anti-anxiety medications, no feeling of emotional dependency on a once-daily ongoing regimen. generally rarely experience side effects. taken on an empty stomach, mild transient nausea, but this is quickly addressed with any light snack. discontinuation syndrome (when i have run out of the medication, or once when discontinued for  days due to elective surgery) is quite unpleasant. prescribed to act synergistically with stimulants prescribed for adhd: the stimulants tend to increase anxiety, which also increases the necessary therapeutic dose for the stimulants, so this very low dose of the multiple reuptake inhibitor effectively reduces the dosage needed of the stimulant for therapeutic effect. this combination enabled me to reduce my stimulant dosage by % and also decreased my anxiety very substantially--the effect was almost immediately remarked on by my partner as well as in my own subjective opinion."
1,"this gel works really well for my acne.  i only had mild acne.  more importantly, the gel improved my fine lines and wrinkles.  i continue to use this product. the gel is only slightly drying.  i did not experience the side effects that most people report. i use this product every night.  i would have liked to use a moisturize in conjuction with the product, but the company that produces retin-a micro discourages it."
1,"the treatment benefits included but were not limited to anti histamine blocker, decongestant, etc. i was sneezing, coughing, had laringitis, allergy shiners, and could not sleep. there were side effects listed such as dizziness, nausea, hypertension etc. i did not expertise any of the ill side effects/ i went to the doctor for the prescription. i went to the pharmacy to have the presciption filled. i took the prescribed dosage daily with a big glass of water. i took my dosage in the evening."
1,"fine lines around my eyes disappeared. the effect was gradual. it took about a year for them to completely disappear. skin tone looks great too. people think i'm in my early thirties. at first there is some redness and slight burning, but nothing i couldn't handle. using it every other day was helpful. the redness and irritation go away after several weeks of use. i am very pleased with the results. i use it every other day, mainly around the eyes and on the forehead. i've just begun using it on the neck, back of hands, and the rest of the face. i'll see how that goes!"
1,my treatment was good after i was hospitalized for deppression thay started me on seroquel and i was getting better i started on it in oct  there was no side effects i took it at night my mood changed a lot i went to in hospital therpay for mos they tried differnt drugs but seroquel changed alot it cost a lot $ for  pills but it worth it
1,the benefits are amazing.  i felt dizzy and like i was going to faint before i took the drug.  these symptoms went away and have stayed away for going on  years.  i also have seen that it helps with blood pressure and pulse rate. i have never experienced any adverse side affects. i simply take one tiny tablet each morning.
1,"treatment for three conditions all in one drug. stomach upset, sun sensitivity. i'm unlucky to have three conditions that affect the attractiveness of my face.  i've struggled with acne since youth, and i've also had chronic blepharitis since age .  i am not heading into my 's, and i'm beginning to develop rosacea on my upper cheeks, which could be contributing to my blepharitis.  some days, i just don't feel like leaving the house because of how i look.  doxycycline has helped clear up the acne and the rosacea symtoms.  however, it wasn't as affective at treating my blepharitis, so i'm not going to try a topical antibiotic, which has worked in the past."
0,raise the platform of being less anxious reduction in motor skills and memory loss began taking a doseage of  and increased to  mg.  at  and  noticed lack of balance and reduction of motor skills. immediately reduced to  which was perfect for the patient but well below the recommended level of  to  mg.
0,"none so far terrible flushing..itching is now constant...breaking out with white bumps on my hands and change in skin texture on whole body.  left ankle swells.  feels like a lump or obstruction in throat.  chest discomfort.  shortness of breath at times. started at mg with most of the symptoms, increased to mg and developed constant itching and skin disorders"
1,"no seizure activity since i started taking this drug early on i was having problems sleeping, s i got used to the medication, that has gone away. taking  mg split into  doses, taking morning and evening, i have small seizures as a result of a brain tumor removal received  years ago."
0,"there were no treatment benefits, only side effects.albuterol hfa made it so difficult for me to breathe, i had to use the discontunued albuterol (in the light blue dispenser)to recover.  i'm very worried i won't survive the change. albuterol hfa made it so difficult for me to breathe, i had to use the discontunued albuterol (in the light blue dispenser)to recover.  i'm very worried i won't survive the change. prescribed as needed up to for times a day."
0,"i thought the uti cleared up but last night i began to feel symtpoms that it has returned. extremem fatigue, dizziness, feeling of emptiness, pain in all tendons which is worsening as the days go by. i have been off of cipro for four days and the pain woke me up in the middle of the night.  i have had a terrible headache and my temperature is either very hot or cold. (it is july)  i am unable to excercise for fear of rupturing a tendon.  my left achilles feels stiff andi am worried it is permanantly damaged.  i have never had tendonitis, but i am shocked that i could potentially be forever burdened with it.  my elbows, ankles, knees, hips and thighs, shoulders, neck ..all  of it in extreme pain.  last night began the horrific nightmares. i went to urgent care because i was having severe kidney pain and i found blood in my urine.  the dr. too found blood and protien and suggested this drug.   i mentioned that i rarely take even and aspirin and am prone to side effects.  i also mentioned that a week earlier i had bloodwork done and it showed an inflamed liver.  i waited for the office to call me with the results which they never did.  finally i called and they said they had lost my number, but yes indeed i did have a uti.  ( days later). i mentioned that i was having severe side effects and before i said what they were, they said, ""it doesn't sound related to the drug"".  it was an apprubt brush off.  will these sypmtoms ever go away?  what is the time frame?"
0,"the treatment benefits was that the skin irritation did go away for awhile. i thought that i had been cured of the skin rash. it cleared my skin up and gave me relief from the rash. it turns out it did not cure it at all but possibly hurt my face.  it also may have made the condition spread to other areas of my face because in time i had other areas of my face where the rash was.  the cream was only a temporary relief to a deeper situation. if one is looking for fast relief it will help but it covers up an initial problem that needs to be addressed. i saw a few dermatologists and each one told me to use it twice daily. i was even given different forms. one a cream and the other a foam.  i was also informed to use them for two weeks and then stop. i did, and when i stopped my rash slowly started coming back."
1,"by using this treatment a minimum of every other day, i noted that the lines around the eyes (crows feet)were diminished greatly. also, the skin tone feels tighter and my pores appear smaller. i have, at times, gone off of the cream for a few weeks at a time, particularly during the summmer when the florida sun is at its most intense. initially, the skin has to get used to the treatment.  i experienced redness and moderate flaking in the first  weeks (at different intervals). however, the skin eventually becomes tolerant of the product.  there is still the periodic sloughing of dead skin cells; but that's okay because you'll have a fresh, healthy glow afterwards. retin a is a simple topical application to use.  i use it sparingly, minimum every other day, on my face and neck. i plan to continue using this product as part of my anti-aging regimine."
1,manageability of depression. slight weight gain. take one pill daily until no longer needed.
1,"no more food coming up my esophagas no more burning, no more waking up in the middle of the night with heartburn mild bloating mild diarreha had helicobactor pylori with terrible acid reflux was treated with antibiotics and prilosec but still had terrible heartburn had a scope done and i had errosive esophagas started taking the nexium and has worked every since. if i miss a pill however my heartburn comes right back so i will have to stay on forever or eventually have surgery called a nissen fulondopation? wrap. i had all the testing for that surgery and was told i was a candidate fot it, so either i have to take the pill nexium forever or have surgery"
1,"i have/had an extremely easy to irritate stomach, over-sensitive to acid and food consumption. i spent most days feeling unbelievably bloated, even after only a few bites of food, sometimes. protonix was prescribed to me in combination with domperidone to reduce bloating, belching, and an acid-burning sensation in the stomach. none, really, that i can specifically blame on this drug. i had actually reacted fairly badly to other, similar drugs. the famous ""purple pill"" nexium had actually given me a brutal headache, sore-throat, and even a racing heart-beat at times. i was somewhat anxious about taking another very similar medication, but pantoprazole did not bother me at all (i have since read that pantoprazole is one of the acid-reducers least likely to cause side-effects). treatment has been ongoing for several months and is set to continue. while still not quite ""normal"", i am feeling much better after several months of this therapy and will be discussing reducing my dosage and/or going off the drug completely in the next month or two."
0,"my depression was significantly alleviated.  i would still feel bad somtimes, but it never again felt like true depresion.  it was like there was some ""padding"" between me and the bad feelings. there were actually no physical side effects, but i found that i said a lot of things i wouldn't normally say, and which i was embarassed about later.  prozac made me feel like everything was fine, so i didn't take things seriously enough, and didn't take care of things which really needed to be taken care of.  i feel like i wasn't a good parent during that time, because my attitude was ""eh...who cares?...everything is fine"".  

i also had a very hard time withdrawing from it. i tried several times but fell into severe depression and had to start taking it again.  i thought i'd have to be on it for life.  however, once i managed to make it through a full week without it, i felt fine, and have never had to use it again. i have a long history of depression but had never taken medication for it.  i asked my doctor to prescribe prozac.  for the first week i felt the same, but i slept almost / and barely ate. after that i did get a significant relief from the depression.  unfortunately, as i noted above, i don't like the way i acted during that time, and still cringe with embarassment and/or regret over things i said and did.  but at the time everything seemed so rosy, that none of my behavior bothered me.  unfortunately, life is not perfect, and as adults we must take things seriously and deal with them.  prozac kept me from acknowledging that.  looking back, if i had faced my depression head on, and let it inspire me to make real changes in my life i would have been a lot better off in the long run."
1,"rapidly eased the acute effects of the infection enabeling the patient to breath easier.  it also appeared to enhance the recovery rate from this prolonged infection. the patient was extreemly hungry on this medication and some weight gain was observed.  in this case, this was a positive side-effect as the patient was very underweight.

no other side-effects were noted however the treatment regime was difficlut for an elderly person to understand and needed the support of a family member to ensure that doses were not missed. mg ( tables of mg) taken for  days then  tablets taken for  days,  for  days,  for three days until taking one talbe for three days then stopping.

the importance of not missing or suddenly stopping this treatment was stressed by our doctor, as i beleive this can cause serious side-effects."
0,"got rid of uti severe joint pain in arms, hands and shoulders.  ligament damage in arms.  numbness, tingling, weakness in arms.  malaise, fatigue, deep tissue itching, nausea, confusion, chest constriction, interstitial cystitis, breathing problems, racing heart with palpitations.  after  months i stopped this drug found a natural cure for my uti's called d-mannose.  it sounds too good to be true but it stopped my uti's cold.  please visit http://www.squidoo.com/d-mannose to read my personal experience.  i'm not selling d-mannose or anything else, i just want to help prevent the kind og suffering i endured. for the treatment of prevention of chronic uti"
1,"my nausea went from debilitating to managable-after a few days i saw even better results- although the initial results weren't as strong-there was some relief  almost immediately-within the first  hours.....i pretty much stopped throwing up-after throwing up -x everyday for  weeks...i still threw up a few times every few weeks-but nothing like before..i was able to drink more water and therefore be more hydrated after i started taking it...i was able to eat much more of a variety of food as well. headaches
initially constipation-but after the first week i figured out things to do to counteract that.
dry mouth it came in mg tablets that dissolved under my tounge.
at first i took it every  hours and by the th or th hour i could feel it wearing off-i would wait until the th hour to take it again-sometimes i would be counting the minutes unti i could take the next one--over time (as my pregnancy went on) i needed to take it less and less- i would then take first thing in the a.m. and on a need be basis if at all for the rest of the day"
0,"this is an hrt product that was given in order to alleviate hot flashes and night sweats. the first two days there was no any effect, but after three days the hot flashes started to fade out and then eventually gone. at the same the problem with night sweats also was alleviated. long-term bleeding one tablet was used every evening with meals. after three days hot flashes were gone. on the th day vaginal bleeding started, which did not stop for  weeks until oc were used."
0,"fewer periods, a big plus for any woman. spotting between periods (started off heavy like a period, but lightened up as time progressed), breast tenderness (do to fluid build-up),  breasts became larger in size (once more, do to fluid build-up), and bloating. although the beginning stages of taking the pill were somewhat uncomfortable, seasonique has remained a staple in modern birth control.  i would suggest this medication to any woman that is tired of dealing with a period every month (which is the majority of us).  the only thing that you need to keep an eye on, besides taking the pill everyday, is when its time for your cycle its there!  even though you're on the pill does not mean you still can't get pregnant.  take tests every three weeks to ensure there are no surprises in store for you."
0,"after taking effexor for several weeks, i felt decreased anxiety and generally more stability in my moods.  this anti depressant wasn't a miracle drug but i think it did help make things easier to handle and, in general, neutralized most life experiences. i don't recall any severe side effects other than occasional tinnitus. the more severe side effects became apparent after i began attempting to discontinue use of the medication. at that time, although i withdrew from the dosage in very small amounts over a long period, the tinnitus was quite pronounced, especially after any sudden head movements.  i often felt dizzy for no reason. i'm not sure exactly what information you are requesting here but treatment started with a relatively low dose, escalating to a higher one.  this was done in reverse when i decided to stop taking effexor.  in retrospect, i'm not sure how much it helped me but had i known how difficult it would be to stop taking the medication, i probably would have asked my doctor for an alternative."
0,"calmed racing mind (caused by stress and depression) and allowed a restful night's sleep.  cleared the mind completely, did not dream at night, and did not wake during the night. difficulty waking up.  grogginess during the entire morning. inability to clearly focus throughout the day, due to the grogginess.  increased frequency of migraines, in a person already subject to migraines. prescribed to be taken nightly as needed.  originally prescribed  mg, increasing to  mg, and potentially increasing to  mg if needed for a  lb woman.  intended to be taken for a few months, but due to grogginess and difficulty focusing, stopped using it after  weeks."
1,"benefits of naproxen helped with inflammation in the neck. having a herniated disc the size of a plum impinged on a nerve for about a year and a half caused permanent nerve and muscle damage in the right arm. after surgery there was immediate relief however, because of the damage there are still issues with pain and inflammation. there are also still  bulging discs in the same area as the  herniated discs that were removed and replaced (i.e.) acdf surgery. at times there were stomach irritations as a result of naproxen. it caused acid reflux to be moderate to severe at times. taking with food helped and at other times it was necessary to take a medicine for the upset. treatment for inflammation in the cervical spine after acdf surgery was necessary to remove  discs that were herniated and had a nerve severely impinged. as a result of nerve impingement there is permanent nerve damage and muscle damage. almost  years after surgery still see doctor monthly for inflammation and pain. there are also  bulging discs that at this point and time have yet to cause any further surgery or pain."
1,"calm me down, helped me sleep, did not wake up a lot during the night, able to handle stressfull situations.  this has be great taking at this time in my life, my dad died three years ago, my brother passed in october of  and my mom just moved in with me.  i found that my antidepression pills were helping but sometime i just felt like i was going to jump out of my skin and take someone with me.  this just took the edge off of everything and made things much easier to handle. tired, sleepy, dry mouth, sometimes diarreha, not much of an appetite. take  tablet by mouth twice a day as needed for anxiety"
0,"depression reduced slightly could no longer have  orgasms i took lexapro for depression, within  weeks it affected my sex drive and within  weeks i was having difficulty reaching orgasm, whereas my entire life i never had this problem.  my depression was only minimally relieved.  i stopped taking it within  months, because i wanted my sex life back, and luckily it did come back."
1,"all symptoms subsided - swollen ankles, restless sleep, feeling overheated/sensitivity to warm temperatures, shakey hands, swollen thyroid gland, high thyroid level in blood tests, tired eyes, and increased appetite. none. initially took mg twice a day. after  months, reduced to once a day. after one year, reduced to  every other day or so. when blood tests consistently resulted in normal thyroid levels, stopped taking methimazole altogether. i've been in remission now for  yr."
0,"no visible benefits severly dry, flaky skin
redness and sensitivity in the area
burning and stinging
intense itching was to apply tri-luma x per day to upper lip region with dermal melasma.  treatment caused side effects that were very unbecoming and very uncomfortable, so i stopped application after two weeks of discomfort with no apparent results in the lightening of the melasma."
0,"gabapentin worked extremely well for my leg neuropathy.a combination of zyrtec and veramyst works quite well for my allergies. requip takes care of my restless legs which at times had me getting up and having to walk to relieve the discomfort. baclofen helps with my spasticity. after taking amitriptyline i am able to go to sleep in an hour or so. as for the copaxone who knows? i have had only one flare up since starting it. the detrol was horrible. my mouth was so dry my tongue  literally stuck to the roof of my mouth making it difficult to speak. the copaxone causes lumps and itching at the injection site. when zyrtec alone didn't controll my allergies my doctor prescribed the veramyst to try. this combination seems to be working, zyrtec once a day and veramyst twice daily. the baclofen mg.is taken as needed one to four times a day. sometimes i'm not bothered with spasticity too often but when i am i take the baclofen and it works.amitriptyline tabs mg are taken before bedtime.requip tabs .mg are taken in the evening. gabapentin mg is taken - times a day depending on the severity of pain. tetracycline hcl mg is taken once a day. the copaxone mg is injected once a day. i discontinued the detrol la as i could not tolerate the extreme dry mouth."
1,"niaspan helped reduce bad cholesterol and improve triglycerides occasional moderate to severe itching and flushing at night started dosage at mg worked up to  but if i missed a dose i would drop back down to lower dosage to avoid flushing. i found it hard to stay at the  range without severe flushing and itching and it would happen randomly no matter what even when i took aspirin and ate before taking.
stopped for awhile and am now back on as my numbers have gone up again on bad cholesterol and i do not want to take statins as i have no other makers yet for heart disease"
1,"xanax for me is particualy beneficial when either i need fast relief (one of the fastest acting benzodiazepines) or more in a social setting because it gives a more stimulating relaxation (i.e relaxes you but also enables you to be social compared to alternatives.) the only thing to be aware of with this drug is that it is very short acting so while it may be perfect for situational anxiety (e.g a speech, social event, dentist etc) its not a good idea for people with more generalised anxiety as its short acting nature may mean that people get rebound anxiety and then feel the need to dose again (can lead to dependance.) when taking as needed for particular events it works perfectly as a treatment"
1,"it lowered my blood pressure from borderline high (/) to normal (about /).  this treatment worked most of the time.  the only time it did not work as well was when i was ill or was having asthma related problems (difficulty breathing).  during those times, even with the lisinopril, my blood pressure went up to the pre-treatment level. for over a year after starting the treatment i believe i had a side effect of a dry cough that was probably caused by this drug.  it was unclear whether or not it truly was caused by the lisinopril because the coughing did not stop when i temporarily halted treatment (for a few days).  when the coughing was at it's worst, my blood pressure went up, nullifying the effect of the linsinopril. in spite of the irritating coughing, i continued taking the linsinopril and after numerous tests to rule out other causes of the coughing (one dr. thought it was because of acid reflux), the coughing finally subsided.  after about a year of coughing, the coughing finally subsided and now (- years later) i don't have any coughing whatsoever attributable to the lisinopril."
1,"nasacort aq has proven to be extremely effective in controlling my nasal stuffiness and sinusitis related to allergies.  before use, it seemed my nose/sinuses were clogged on & off and made me much more susceptible to colds/flu--as much as  to  times per year & lasting  days to  weeks each round.  i was miserable.  nasacort keeps my nasal passages open--it's a wonder!! no side effects noticed.  to  sprays per nostril per day.  i tried to limit to  spray per side per day & found is just as effective.  this is on a regular, permanent basis to control allergies."
1,"cleared up illness as it has in the past. it is a very effective treatment for bronchitis and pneumonia. it has been much more effective than other antibiotics i have taken. i did not experience any side effects. again, i have taken this antibiotic before and had postive results. z-pack: i was prescribed  mg the first day and  mg for four days after that."
1,"depression decreased while on this drug i experienced minimal side effects, the only side effect was loss of appetite and weight loss which in my opinion isn't exactly a bad thing.  the other side effect that i experienced was loss of emotion, i was neither happy nor sad.  this is what made me stop taking the medication.  i switched to zoloft which worked just made me gain  lbs and now in the process in switching to something else. see above"
1,"took care of the gca -as long as i am taking it at least. most significant: osteoporosis and skin thinning. muscle wasting. weight loss. possibly arterial side effects and tiredness! the gca with eye involvement responded to the  mg prednisone immediately. the tapering of the prednisone proves to be the most difficult. after the first complete tapering ( down to zero ) a relapse occurred. now on  mg maintencance. 
the side effects are somewhat held in check through rigorous vitamin and other orthomol. products, fishoil etc and exercise."
0,"imitrex usually reduced the headache severity, if i was able to take it at the first sign of a headache. if i took it later, imitrex might help somewhat but often not enough. i was often tired after a severe headache. otherwise, i didn't notice too many side effects. i built up an immunity to the effects of imitrex. i took them more often and needed to take more of them. i was eventually taking nearly  per day. it was extremely expensive, and the bigger issue is that such a high dosage isn't good long term. it was hell breaking the addiction!"
1,"singulair is very effective in keeping my asthmatic symptoms in control.  if i forget to take it, i can tell that my breathing becomes more labored by about  hours after the last dose.  i will on occasion (maybe - times per week) need to use my rescue inhaler (albuterol), but it is primarily needed to ease discomfort and not to stop a full blown asthma attack.  in fact, i have not suffered a full blown asthma attack since i started taking singulair. there are no apparent side effects of singulair for me. my asthma had become so bad that when i was to be administered a test where i would be exposed to irritants to guage the severity of my asthma, i did not even get past the saline control before my breathing was adversely affected.  i would say that my experience with singulair has been superior (only surpassed  by advair, which i had to stop using due to the fact that my insurance company wouldn't cover it anymore.  that led to my change to singulair.)"
